13000,90,1,3,31.8786659,36.0043148
19000,70,1,3,31.9104559,35.9461201
20000,125,2,3,31.9544129,35.90203384501519
20000,55,1,1,31.9702644,35.9588989
20000,75,1,2,23.0836476,58.1519321
20000,75,1,1,23.0836476,58.1519321
21000,118,2,2,26.3779767,56.4152779
23000,108,2,3,31.8786659,36.0043148
24000,85,1,2,23.0836476,58.1519321
25000,83,1,2,32.0544606,35.8935168
25000,150,2,3,32.0189025,35.8819325
25000,83,1,2,26.3779767,56.4152779
25000,90,1,3,31.9544129,35.90203384501519
25000,122,3,3,31.9900572,35.8448489
25000,90,1,3,28.418496,36.5353721
26000,80,2,2,26.3779767,56.4152779
26000,80,2,2,26.3779767,56.4152779
26000,44,1,0,31.9900572,35.8448489
26300,76,2,2,32.003056,35.947222
26300,76,2,2,32.003056,35.947222
27000,68,1,2,31.902734,35.9686525
27000,68,1,2,26.3779767,56.4152779
27000,115,2,3,31.8786659,36.0043148
28000,120,2,3,32.0131134,35.8934216
30000,35,1,0,23.5728178,58.1879339
30000,35,1,0,31.9988572,35.8012817
30000,92,1,1,31.9507057,35.9214735
31000,30,1,0,31.9738582,35.8837307
31000,85,1,2,30.502854,47.8357271
32000,60,2,2,31.915556,35.8889266
32000,80,2,2,31.9515694,35.9239625
32000,130,2,3,23.0836476,58.1519321
33000,75,1,2,32.025,35.838056
33000,60,1,2,32.0189025,35.8819325
33000,75,1,2,32.025,35.838056
33000,80,2,2,32.0189025,35.8819325
33000,60,1,2,32.0189025,35.8819325
33000,100,2,4,31.9777206,35.9801466
35000,126,2,3,31.9318548,35.9162999
35000,103,2,2,32.003056,35.947222
35000,126,2,3,31.9318548,35.9162999
35000,103,2,2,32.003056,35.947222
35000,106,2,3,23.0836476,58.1519321
35000,65,1,2,31.9900572,35.8448489
36000,105,1,2,23.0836476,58.1519321
37000,140,4,4,32.0189025,35.8819325
37000,125,4,4,23.5728178,58.1879339
37000,110,2,2,32.003056,35.947222
37000,140,4,4,32.0189025,35.8819325
37000,125,4,4,31.9988572,35.8012817
37000,110,2,3,23.484933,57.3063282
37000,104,2,2,32.003056,35.947222
38000,119,3,3,31.9507057,35.9214735
39000,102,3,3,26.3779767,56.4152779
40000,118,2,3,32.025,35.838056
40000,75,2,2,32.0472227,35.909541
40000,41,1,0,31.9988572,35.8012817
40000,118,2,3,32.025,35.838056
40000,125,2,3,32.0189025,35.8819325
40000,125,2,3,32.0189025,35.8819325
40000,75,2,2,32.0401622,35.9072147
40000,139,2,4,23.0836476,58.1519321
40000,163,2,3,31.9507057,35.9214735
40000,100,1,2,31.9507057,35.9214735
41000,145,2,3,31.9097421,35.8491296
41000,120,1,2,31.9777206,35.9801466
41000,145,2,3,31.9016521,35.8517493
42000,125,2,3,32.0189025,35.8819325
42000,100,2,3,31.987704100000002,35.92397041067557
42000,118,3,3,32.0189025,35.8819325
42000,125,2,3,32.0189025,35.8819325
42000,100,2,3,23.0836476,58.1519321
42000,118,3,3,32.0189025,35.8819325
42000,36,1,1,31.9738582,35.8837307
42000,111,2,3,23.0836476,58.1519321
42000,112,2,3,31.9777206,35.9801466
42000,145,2,3,31.9016521,35.8517493
43000,108,3,3,31.902734,35.9686525
43000,110,2,4,32.0189025,35.8819325
43000,108,3,3,26.3779767,56.4152779
43000,108,3,3,26.3779767,56.4152779
45000,123,2,3,23.5865489,58.4314473
45000,130,2,3,32.0189025,35.8819325
45000,80,2,2,32.0189025,35.8819325
45000,80,2,2,23.5728178,58.1879339
45000,120,2,3,31.9468458,35.8387542
45000,115,3,3,32.0189025,35.8819325
45000,123,2,3,23.0836476,58.1519321
45000,150,3,4,31.9617045,35.88098711265357
45000,130,2,3,32.0189025,35.8819325
45000,80,2,2,32.0189025,35.8819325
45000,144,3,3,23.0836476,58.1519321
45000,130,2,3,23.484933,57.3063282
45000,140,2,3,23.484933,57.3063282
45000,100,2,2,23.0836476,58.1519321
45000,170,2,6,31.9777206,35.9801466
45000,143,3,3,32.003056,35.947222
46000,26,1,0,31.958369,35.8638771
46000,142,2,3,32.003056,35.947222
46000,26,1,0,31.958369,35.8638771
46000,150,2,3,32.003056,35.947222
46000,125,2,3,32.003056,35.947222
46000,90,1,2,23.0836476,58.1519321
46000,90,1,2,31.9988572,35.8012817
46900,133,2,3,24.8595193,56.3601185
46900,133,2,3,24.8595193,56.3601185
46900,133,2,3,26.0177133,56.3901725
47000,120,2,2,32.003056,35.947222
47000,111,2,3,31.915556,35.8889266
47000,120,2,2,32.003056,35.947222
47000,128,2,3,31.9738582,35.8837307
47000,149,3,3,26.3779767,56.4152779
47500,152,2,3,24.8595193,56.3601185
47500,152,2,3,24.8595193,56.3601185
47500,152,2,3,26.0177133,56.3901725
47500,100,2,2,23.484933,57.3063282
48000,130,3,3,31.902734,35.9686525
48000,111,2,2,32.0189025,35.8819325
48000,149,3,3,32.003056,35.947222
48000,130,3,3,26.3779767,56.4152779
48000,150,3,3,32.003056,35.947222
48000,111,2,2,32.0189025,35.8819325
48000,145,2,3,32.0189025,35.8819325
48000,120,2,3,32.0189025,35.8819325
48000,142,2,3,26.3779767,56.4152779
48000,120,2,3,31.9507057,35.9214735
48500,110,3,3,32.0472227,35.909541
48500,110,3,3,32.0401622,35.9072147
48900,111,2,3,32.0472227,35.909541
48900,111,2,3,32.0401622,35.9072147
49000,135,3,3,32.0189025,35.8819325
49000,130,3,3,32.003056,35.947222
49000,130,3,3,31.902734,35.9686525
49000,140,2,2,31.9515694,35.9239625
49000,135,3,3,23.0836476,58.1519321
49000,130,3,3,32.003056,35.947222
49000,130,3,3,26.3779767,56.4152779
49000,130,3,3,31.9016521,35.8517493
49000,110,2,3,23.0836476,58.1519321
49000,150,3,3,32.0401622,35.9072147
50000,150,3,3,32.003056,35.947222
50000,127,2,3,32.0544606,35.8935168
50000,150,3,3,32.003056,35.947222
50000,127,2,3,32.0544606,35.8935168
50000,150,3,3,32.003056,35.947222
50000,127,2,3,26.3779767,56.4152779
50000,120,2,3,31.9876803,35.9239446
50000,155,2,3,23.0836476,58.1519321
50000,103,2,3,31.915556,35.8889266
50000,155,2,3,31.9318548,35.9162999
50000,108,2,3,31.9318548,35.9162999
50000,135,2,3,31.9853265,35.8806996
50000,152,3,3,31.883333,35.883333
50000,84,1,0,32.0189025,35.8819325
